Year,PUMA,Borough,Neighborhoods,CD,Join,NYC_Poverty_Rate,Median_Income,Perc_White,Perc_Black,Perc_Asian,Perc_Other,Perc_Hispanic,GoalID,Goal,GoalName,GoalFullName,TotalOutcome,GoalRank,IndexScore,ScoreRank,Ind1,Ind1Outcome,Ind1Rank,Ind1Definition,Ind2,Ind2Outcome,Ind2Rank,Ind2Definition,Ind3,Ind3Outcome,Ind3Rank,Ind3Definition,Ind4,Ind4Outcome,Ind4Rank,Ind4Definition,Ind5,Ind5Outcome,Ind5Rank,Ind5Definition,Ind6,Ind6Outcome,Ind6Rank,Ind6Definition,Ind7,Ind7Outcome,Ind7Rank,Ind7Definition,Ind8,Ind8Outcome,Ind8Rank,Ind8Definition
2021,4101,Queens,Astoria & Long Island City,QN Community District 1,4101,0.161,43474,0.493,0.067,0.148,0.038,0.254,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",2.54733804309282,7,8.23437121003552,Top,Access To Groceries,332,6,Supermarket square footage per 100 residents,Child Care Capacity,0.606,32,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.125,31,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),720.156666666667,34,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.117182800656298,12,Percentage of median household income spent on transportation,Journey To Work Time,40.4,15,Average (mean) travel time to work in minutes,,,,,,,,
2021,4101,Queens,Astoria & Long Island City,QN Community District 1,4101,0.161,43474,0.493,0.067,0.148,0.038,0.254,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,3.17719371703556,9,6.35366656638661,Top,Job Training And Placement Support,31.9,6,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.562,15,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.71,7,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,40245.96,18,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.791745730550285,22,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.591,43,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.9,40,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.879,13,Percentage of adults with a high school degree or equivalent
2021,4101,Queens,Astoria & Long Island City,QN Community District 1,4101,0.161,43474,0.493,0.067,0.148,0.038,0.254,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,13.6329447927845,7,6.63819852330499,Top,"Goal 1: Access to Affordable, High-Quality Financial Services",,6,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,7,,Goal 3: Access to Quality Jobs & Income Supports,,9,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,9,,Goal 5: Opportunities to Build Assets & Plan for the Future,,35,,,,,,,,,,,,,
2021,4101,Queens,Astoria & Long Island City,QN Community District 1,4101,0.161,43474,0.493,0.067,0.148,0.038,0.254,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,,No Majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4102,Queens,Jackson Heights & North Corona,QN Community District 3,4102,0.223,30683,0.110,0.050,0.182,0.021,0.637,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,-1.96712477132951,42,3.16999976750258,Bottom,Homeownership Opportunity,0.333,27,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.4613,30,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,46,42,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,2.36:1,37,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,13.16,49,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.00449132308409038,25,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2021,4102,Queens,Jackson Heights & North Corona,QN Community District 3,4102,0.223,30683,0.110,0.050,0.182,0.021,0.637,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",-1.99845695179539,36,3.92883082378431,Middle,Bank / Credit Union-To-Nonbank Ratio,0.7:1,53,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,1.33,33,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,1,1,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 19.69%; Black or African American (non-Hispanic or Latino) 11.28%; Hispanic or Latino 19.57%; Other/No Information 16.54%; White (non-Hispanic or Latino) 32.93%,54,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.909,31,Percentage of residents with a bank or credit union account,Affordable Products,0.48,27,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.26,41,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2021,4102,Queens,Jackson Heights & North Corona,QN Community District 3,4102,0.223,30683,0.110,0.050,0.182,0.021,0.637,FinancialShocks,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-4.22748822616185,49,2.00625175174649,Bottom,Ability To Borrow At Low Cost,0.632781,25,Percentage of residents with a prime or better credit score,Housing Stability,a - 53.1%                                                 b - 46.9%,30,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.799,55,Percentage of residents with health insurance,Rent Burden,0.609,50,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.338,47,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,415,38,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,4.91942599065187,10,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2021,4102,Queens,Jackson Heights & North Corona,QN Community District 3,4102,0.223,30683,0.110,0.050,0.182,0.021,0.637,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",-2.30089591697847,48,2.88819125312307,Bottom,Access To Groceries,114,41,Supermarket square footage per 100 residents,Child Care Capacity,0.458,54,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.14,37,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),638.849166666667,22,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.124138774188325,26,Percentage of median household income spent on transportation,Journey To Work Time,42.8,21,Average (mean) travel time to work in minutes,,,,,,,,
2021,4102,Queens,Jackson Heights & North Corona,QN Community District 3,4102,0.223,30683,0.110,0.050,0.182,0.021,0.637,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,-11.2732099477716,55,0,Bottom,Job Training And Placement Support,0,43,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.365,47,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.665,14,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,28172.172,47,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0,55,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.571,44,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.771,51,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.744,48,Percentage of adults with a high school degree or equivalent
2021,4102,Queens,Jackson Heights & North Corona,QN Community District 3,4102,0.223,30683,0.110,0.050,0.182,0.021,0.637,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,-21.7671758140368,54,0.259327273685608,Bottom,"Goal 1: Access to Affordable, High-Quality Financial Services",,36,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,48,,Goal 3: Access to Quality Jobs & Income Supports,,55,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,49,,Goal 5: Opportunities to Build Assets & Plan for the Future,,42,,,,,,,,,,,,,
2021,4102,Queens,Jackson Heights & North Corona,QN Community District 3,4102,0.223,30683,0.110,0.050,0.182,0.021,0.637,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.637083487,Hispanic of Any Race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4103,Queens,"Flushing, Murray Hill & Whitestone",QN Community District 7,4103,0.237,26592,0.244,0.018,0.533,0.023,0.183,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,-0.216030063332361,26,4.60037870704935,Middle,Homeownership Opportunity,0.4715,14,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.4512,34,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,79,19,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,2.38:1,34,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,31.65,18,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,Not Applicable,31,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2021,4103,Queens,"Flushing, Murray Hill & Whitestone",QN Community District 7,4103,0.237,26592,0.244,0.018,0.533,0.023,0.183,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",3.99016840460591,10,7.88971059663742,Top,Bank / Credit Union-To-Nonbank Ratio,0.8:1,52,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,3.55,7,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,1,1,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 59.81%; Black or African American (non-Hispanic or Latino) 0.33%; Hispanic or Latino 4.75%; Other/No Information 11.14%; White (non-Hispanic or Latino) 23.98%,24,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.933,21,Percentage of residents with a bank or credit union account,Affordable Products,0.677777777777778,5,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.31,20,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2021,4103,Queens,"Flushing, Murray Hill & Whitestone",QN Community District 7,4103,0.237,26592,0.244,0.018,0.533,0.023,0.183,FinancialShocks,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-4.30307986824946,50,1.95924037871897,Bottom,Ability To Borrow At Low Cost,0.754108,8,Percentage of residents with a prime or better credit score,Housing Stability,a - 45.9%                                                 b - 54.1%,40,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.863,52,Percentage of residents with health insurance,Rent Burden,0.609,50,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.378,54,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,442,39,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0.832342830660124,24,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2021,4103,Queens,"Flushing, Murray Hill & Whitestone",QN Community District 7,4103,0.237,26592,0.244,0.018,0.533,0.023,0.183,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",2.0075192925456,10,7.63910946971748,Top,Access To Groceries,336,4,Supermarket square footage per 100 residents,Child Care Capacity,0.537,48,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.103,17,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),636.211666666667,21,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.125273452242259,28,Percentage of median household income spent on transportation,Journey To Work Time,41.7,19,Average (mean) travel time to work in minutes,,,,,,,,
2021,4103,Queens,"Flushing, Murray Hill & Whitestone",QN Community District 7,4103,0.237,26592,0.244,0.018,0.533,0.023,0.183,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,-4.76642319133684,51,2.86095492056405,Bottom,Job Training And Placement Support,5.2,25,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.431,39,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.579,47,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,33202.917,37,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.655260469867211,48,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.405,53,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.985,3,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.767,43,Percentage of adults with a high school degree or equivalent
2021,4103,Queens,"Flushing, Murray Hill & Whitestone",QN Community District 7,4103,0.237,26592,0.244,0.018,0.533,0.023,0.183,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,-3.28784542576715,31,3.58918229410147,Middle,"Goal 1: Access to Affordable, High-Quality Financial Services",,10,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,10,,Goal 3: Access to Quality Jobs & Income Supports,,51,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,50,,Goal 5: Opportunities to Build Assets & Plan for the Future,,26,,,,,,,,,,,,,
2021,4103,Queens,"Flushing, Murray Hill & Whitestone",QN Community District 7,4103,0.237,26592,0.244,0.018,0.533,0.023,0.183,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.53280841,"Asian, non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4104,Queens,"Bayside, Douglaston & Little Neck",QN Community District 11,4104,0.131,45648,0.369,0.025,0.446,0.026,0.135,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,2.62329409957162,11,6.91967615373591,Top,Homeownership Opportunity,0.7,4,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.5303,9,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,45,44,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,4.12:1,7,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,18,39,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,Not Applicable,31,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2021,4104,Queens,"Bayside, Douglaston & Little Neck",QN Community District 11,4104,0.131,45648,0.369,0.025,0.446,0.026,0.135,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",4.10985757196948,9,7.96887307113306,Top,Bank / Credit Union-To-Nonbank Ratio,1:1,45,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,2.68,12,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,1,1,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 55.86%; Black or African American (non-Hispanic or Latino) 0.84%; Hispanic or Latino 4.36%; Other/No Information 11.95%; White (non-Hispanic or Latino) 26.99%,27,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.974,3,Percentage of residents with a bank or credit union account,Affordable Products,0.590909090909091,14,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.34,13,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2021,4104,Queens,"Bayside, Douglaston & Little Neck",QN Community District 11,4104,0.131,45648,0.369,0.025,0.446,0.026,0.135,FinancialShocks,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,0.693918681801014,24,5.06693530856515,Middle,Ability To Borrow At Low Cost,0.8097686,3,Percentage of residents with a prime or better credit score,Housing Stability,a - 26%                                                 b - 74%,51,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.943,12,Percentage of residents with health insurance,Rent Burden,0.527,31,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.259,18,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,328,34,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0.465811523016922,27,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2021,4104,Queens,"Bayside, Douglaston & Little Neck",QN Community District 11,4104,0.131,45648,0.369,0.025,0.446,0.026,0.135,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",0.923015766844027,19,6.44322019125919,Middle,Access To Groceries,146,32,Supermarket square footage per 100 residents,Child Care Capacity,0.599,34,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.086,7,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),844.055833333333,44,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.10678618871903,3,Percentage of median household income spent on transportation,Journey To Work Time,44.6,32,Average (mean) travel time to work in minutes,,,,,,,,
2021,4104,Queens,"Bayside, Douglaston & Little Neck",QN Community District 11,4104,0.131,45648,0.369,0.025,0.446,0.026,0.135,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,-0.97127253277412,35,4.52963646144278,Middle,Job Training And Placement Support,0,43,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.582,13,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.599,39,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,46282.854,11,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.905047652665019,2,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.338,55,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.888,45,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.878,16,Percentage of adults with a high school degree or equivalent
2021,4104,Queens,"Bayside, Douglaston & Little Neck",QN Community District 11,4104,0.131,45648,0.369,0.025,0.446,0.026,0.135,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,7.37881358741202,14,5.51124479960466,Top,"Goal 1: Access to Affordable, High-Quality Financial Services",,9,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,19,,Goal 3: Access to Quality Jobs & Income Supports,,35,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,24,,Goal 5: Opportunities to Build Assets & Plan for the Future,,11,,,,,,,,,,,,,
2021,4104,Queens,"Bayside, Douglaston & Little Neck",QN Community District 11,4104,0.131,45648,0.369,0.025,0.446,0.026,0.135,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,,No Majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4105,Queens,"Queens Village, Cambria Heights & Rosedale",QN Community District 13,4105,0.107,39684,0.101,0.541,0.167,0.060,0.131,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,4.96928272531198,3,8.83599324803711,Top,Homeownership Opportunity,0.7558,2,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.617,3,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,112,8,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,4.02:1,8,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,28.63,25,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.0029808832161313,29,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2021,4105,Queens,"Queens Village, Cambria Heights & Rosedale",QN Community District 13,4105,0.107,39684,0.101,0.541,0.167,0.060,0.131,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",1.92086380749898,20,6.52107151257922,Middle,Bank / Credit Union-To-Nonbank Ratio,0.9:1,51,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,0.79,42,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,1,1,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 23.16%; Black or African American (non-Hispanic or Latino) 27.25%; Hispanic or Latino 7.92%; Other/No Information 17.03%; White (non-Hispanic or Latino) 24.65%,39,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.956,9,Percentage of residents with a bank or credit union account,Affordable Products,0.6,10,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.32,19,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2021,4105,Queens,"Queens Village, Cambria Heights & Rosedale",QN Community District 13,4105,0.107,39684,0.101,0.541,0.167,0.060,0.131,FinancialShocks,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-6.2245936080598,54,0.764227322976125,Bottom,Ability To Borrow At Low Cost,0.5768993,31,Percentage of residents with a prime or better credit score,Housing Stability,a - 10.5%                                                 b - 89.5%,54,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.935,15,Percentage of residents with health insurance,Rent Burden,0.511,22,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.291,31,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,2215,54,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0,40,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2021,4105,Queens,"Queens Village, Cambria Heights & Rosedale",QN Community District 13,4105,0.107,39684,0.101,0.541,0.167,0.060,0.131,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",0.148044921766342,29,5.58865466631391,Middle,Access To Groceries,131,37,Supermarket square footage per 100 residents,Child Care Capacity,0.61,29,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.099,16,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),860.858333333333,46,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.104966722552456,2,Percentage of median household income spent on transportation,Journey To Work Time,47.3,49,Average (mean) travel time to work in minutes,,,,,,,,
2021,4105,Queens,"Queens Village, Cambria Heights & Rosedale",QN Community District 13,4105,0.107,39684,0.101,0.541,0.167,0.060,0.131,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,1.08695482038558,15,5.43461397093906,Top,Job Training And Placement Support,0,43,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.593,11,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.623,30,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,40245.96,18,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.842446709916589,12,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.667,34,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.919,33,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.88,12,Percentage of adults with a high school degree or equivalent
2021,4105,Queens,"Queens Village, Cambria Heights & Rosedale",QN Community District 13,4105,0.107,39684,0.101,0.541,0.167,0.060,0.131,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,1.90055266690308,22,4.5240978496868,Middle,"Goal 1: Access to Affordable, High-Quality Financial Services",,20,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,29,,Goal 3: Access to Quality Jobs & Income Supports,,15,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,54,,Goal 5: Opportunities to Build Assets & Plan for the Future,,3,,,,,,,,,,,,,
2021,4105,Queens,"Queens Village, Cambria Heights & Rosedale",QN Community District 13,4105,0.107,39684,0.101,0.541,0.167,0.060,0.131,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.54104853,"Black, non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4106,Queens,"Briarwood, Fresh Meadows & Hillcrest",QN Community District 8,4106,0.182,34888,0.288,0.129,0.330,0.060,0.193,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,1.00915612041789,19,5.60117010128781,Middle,Homeownership Opportunity,0.4729,13,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.4828,23,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,64,29,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,3.17:1,18,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,24.28,30,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.00501646142526959,22,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2021,4106,Queens,"Briarwood, Fresh Meadows & Hillcrest",QN Community District 8,4106,0.182,34888,0.288,0.129,0.330,0.060,0.193,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",2.58286625796387,17,6.95892026076027,Top,Bank / Credit Union-To-Nonbank Ratio,0.6:1,54,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,2.04,19,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,1,1,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 29.35%; Black or African American (non-Hispanic or Latino) 5.73%; Hispanic or Latino 6.22%; Other/No Information 13.74%; White (non-Hispanic or Latino) 44.97%,21,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.947,15,Percentage of residents with a bank or credit union account,Affordable Products,0.5,23,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.33,15,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2021,4106,Queens,"Briarwood, Fresh Meadows & Hillcrest",QN Community District 8,4106,0.182,34888,0.288,0.129,0.330,0.060,0.193,FinancialShocks,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-0.0920263404990649,27,4.57814642130099,Middle,Ability To Borrow At Low Cost,0.6881884,20,Percentage of residents with a prime or better credit score,Housing Stability,a - 46.5%                                                 b - 53.5%,38,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.919,31,Percentage of residents with health insurance,Rent Burden,0.512,25,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.275,24,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,404,37,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0.376270883128081,32,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
